NM_000015	NAT2
NM_001323567	CDO1
NM_006993	NPM3
NM_001286680,NM_182795	NPM2
NM_001286681	NPM2
NM_016270	KLF2
NM_001195518	MICU1
NM_001195519	MICU1
NM_006077	MICU1
NM_006539	CACNG3
NM_006078	CACNG2
NM_001168389	CITED2
NM_001168388,NM_006079	CITED2
NM_006080	SEMA3A
NM_006084	IRF9
NM_004065	CDR1
NM_001286149,NM_001286151	BPNT1
NM_001286150	BPNT1
NM_006085	BPNT1
NM_001242803	BTN3A3
NM_006994	BTN3A3
NM_197974	BTN3A3
NM_001197237,NM_006995	BTN2A2
NM_001197238	BTN2A2
NM_181531	BTN2A2
NM_001197240	BTN2A2
NM_001197239	BTN2A2
NM_014258	SYCP2
NM_006089	SCML2
NM_001802	CDR2
NM_001007794,NM_001330743,NM_006090	CEPT1
NM_006091	CORO2B
NM_001190456,NM_001190457,NM_001324014,NM_001324015	CORO2B
NM_001144944,NM_001144945,NM_033546	MYL12B
NM_006092	NOD1
NM_001256706,NM_001256707,NM_001256708,NM_014885	ANAPC10
NM_001256710,NM_001256711	ANAPC10
NM_001256709	ANAPC10
NM_001318367	ANAPC10
NM_001256712	ANAPC10
NM_006093	PRG3
NM_001164271,NM_001348082,NM_001348083,NM_001348084	DLC1
NM_024767	DLC1
NM_006094	DLC1
NM_001316668	DLC1
NM_001348081,NM_182643	DLC1
NM_006097	MYL9
NM_181526	MYL9
NM_006098	RACK1
NM_015833	ADARB1
NM_001346687	ADARB1
NM_001112	ADARB1
NM_015834	ADARB1
NM_001160230,NM_001346688	ADARB1
NM_001263	CDS1
NM_001267552	PEMT
NM_148172	PEMT
NM_001267551	PEMT
NM_007169,NM_148173	PEMT
NM_006099	PIAS3
NM_001323358,NM_001323359	ST3GAL6
NM_001271145	ST3GAL6
NM_001271146,NM_001323352,NM_001323365,NM_001323368,NM_006100	ST3GAL6
NM_001271147	ST3GAL6
NM_001323367	ST3GAL6
NM_001271148,NM_001323353,NM_001323362,NM_001323363,NM_001323364	ST3GAL6
NM_001271142,NM_001323360,NM_001323366	ST3GAL6
NM_006101	NDC80
NM_006103	WFDC2
NM_058200	SPAG11B
NM_058206	SPAG11B
NM_058207	SPAG11B
NM_058203	SPAG11B
NM_016512	SPAG11B
NM_058201	SPAG11B
NM_058202	SPAG11B
NM_001271606,NM_006317	BASP1
NM_001264	CDSN
NM_021034	IFITM3
NM_014886	NSA2
NM_001271665	NSA2
NM_001130145	YAP1
NM_001282098	YAP1
NM_001282101	YAP1
NM_001195045	YAP1
NM_001282099	YAP1
NM_001195044	YAP1
NM_006106	YAP1
NM_001282097	YAP1
NM_001282100	YAP1
NM_001128325,NM_001199021,NM_012445	SPON2
NM_006108	SPON1
NM_006109	PRMT5
NM_001039619	PRMT5
NM_001282953	PRMT5
NM_001282955	PRMT5
NM_001282956	PRMT5
NM_001282954	PRMT5
NM_007170	TESK2
NM_001320800	TESK2
NM_001243646,NM_006110	CD2BP2
NM_016172	UBAC1
NM_001286586	CDIPT
NM_006319	CDIPT
NM_001286585	CDIPT
NM_006320	PGRMC2
NM_001286279	TUBGCP3
NM_001286277,NM_006322	TUBGCP3
NM_001286278	TUBGCP3
NM_001318086	SEC24B
NM_006323	SEC24B
NM_001042734	SEC24B
NM_001300813	SEC24B
NM_001318085	SEC24B
NM_006324	CFDP1
NM_001803	CD52
NM_001279358	LYPLA1
NM_006330	LYPLA1
NM_001279357	LYPLA1
NM_001279356	LYPLA1
NM_001279359	LYPLA1
NM_001279360	LYPLA1
NM_006779	CDC42EP2
NM_001320049	EMG1
NM_006331	EMG1
NM_006332	IFI30
NM_006334	OLFM1
NM_001282611	OLFM1
NM_014279	OLFM1
NM_001282612	OLFM1
NM_001278432	N4BP2L2
NM_033111	N4BP2L2
NM_014887	N4BP2L2
NM_001320836	N4BP2L2
NM_006336	ZER1
NM_001012300	MCRS1
NM_001278341	MCRS1
NM_006337	MCRS1
NM_006338,NM_201630	LRRN2
NM_001040020,NM_014888	FAM3C
NM_001265	CDX2
NM_006113	VAV3
NM_001079874	VAV3
NM_001128916,NM_001128917,NM_006114	TOMM40
NM_153497	TAB1
NM_006116	TAB1
NM_006118	HAX1
NM_001018837	HAX1
NM_001005340	GPNMB
NM_002510	GPNMB
NM_017451	BAIAP2
NM_001144888	BAIAP2
NM_017450	BAIAP2
NM_006340	BAIAP2
NM_001127325,NM_006341	MAD2L2
NM_006342	TACC3
NM_006343	MERTK
NM_001330070	CLEC10A
NM_006344	CLEC10A
NM_182906	CLEC10A
NM_006345	SLC30A9
NM_006346	PIBF1
NM_001349655	PIBF1
NM_006347	PPIH
NM_001330510	PPIH
NM_181733	COG5
NM_001161520	COG5
NM_006348	COG5
NM_006349	ZNHIT1
NM_006350	FST
NM_013409	FST
NM_006351	TIMM44
NM_001130675,NM_004362	CLGN
NM_001185181,NM_001265595,NM_001265596,NM_014260	PFDN6
NM_001278196,NM_006352	ZBTB18
NM_205768	ZBTB18
NM_006353	HMGN4
NM_001278270,NM_006354	TADA3
NM_133480	TADA3
NM_006355	TRIM38
NM_006356	ATP5H
NM_001003785	ATP5H
NM_001278554,NM_001278555,NM_006357,NM_182678	UBE2E3
NM_001282727	SLC25A17
NM_001282726	SLC25A17
NM_006358	SLC25A17
NM_006359	SLC9A6
NM_001042537	SLC9A6
NM_001177651	SLC9A6
NM_001330652	SLC9A6
NM_001291484,NM_004363	CEACAM5
NM_001308398	CEACAM5
NM_006360	EIF3M
NM_001307929	EIF3M
NM_006362	NXF1
NM_001081491	NXF1
NM_001172745,NM_006363,NM_032985,NM_032986	SEC23B
NM_001172746	SEC23B
NM_006364	SEC23A
NM_001320455	C1orf61
NM_001320454	C1orf61
NM_001320453	C1orf61
NM_006365	C1orf61
NM_006370	VTI1B
NM_006372	SYNCRIP
NM_001159677	SYNCRIP
NM_001159674	SYNCRIP
NM_001159673	SYNCRIP
NM_001159675	SYNCRIP
NM_001253771	SYNCRIP
NM_001159676	SYNCRIP
NM_001282305,NM_001282307,NM_001282308	STK25
NM_001271977,NM_001271978,NM_006374	STK25
NM_001282306	STK25
NM_001271979,NM_001271980	STK25
NM_001281736,NM_006375	ENOX2
NM_182314	ENOX2
NM_006377	UNC13B
NM_001330653	UNC13B
NM_001321713	NCOA2
NM_001321711,NM_001321712	NCOA2
NM_001321703,NM_001321707,NM_006540	NCOA2
NM_018702	ADARB2
NM_001287435	CEBPA
NM_001287424	CEBPA
NM_001285829	CEBPA
NM_004364	CEBPA
NM_001178061	SEMA6C
NM_030913	SEMA6C
NM_001178062	SEMA6C
NM_032108	SEMA6B
NM_004263	SEMA4F
NM_001271662	SEMA4F
NM_001271661	SEMA4F
NM_006378	SEMA4D
NM_001142287	SEMA4D
NM_001324030,NM_001324033	SEMA4B
NM_001324034	SEMA4B
NM_020210,NM_198925	SEMA4B
NM_001324031	SEMA4B
NM_001324032	SEMA4B
NM_001324029	SEMA4B
NM_001285878	CEBPB
NM_005194	CEBPB
NM_001285879	CEBPB
NM_001350120	SEMA3C
NM_006379	SEMA3C
NM_001350121	SEMA3C
NM_001282476	APPBP2
NM_006380	APPBP2
NM_014520	MYBBP1A
NM_001105538	MYBBP1A
NM_006329	FBLN5
NM_001267585	FBXW10
NM_001267586	FBXW10
NM_006383	CIB2
NM_001301224	CIB2
NM_001271888	CIB2
NM_001271889	CIB2
NM_001277764	CIB1
NM_006384	CIB1
NM_005195	CEBPD
NM_198855	ZNF211
NM_001265599	ZNF211
NM_001265598	ZNF211
NM_001265597	ZNF211
NM_006385	ZNF211
NM_001322306	ZNF211
NM_001265600	ZNF211
NM_001098504	DDX17
NM_006386	DDX17
NM_021008	DEAF1
NM_001293634	DEAF1
NM_006387	CHERP
NM_182710	KAT5
NM_182709	KAT5
NM_006388	KAT5
NM_001206833	KAT5
NM_001130991,NM_006389	HYOU1
NM_001190995	IPO8
NM_006390	IPO8
NM_006391	IPO7
NM_213569	NEBL
NM_001173484	NEBL
NM_006393	NEBL
NM_001805	CEBPE
NM_001347726	PITRM1
NM_001347729	PITRM1
NM_014889	PITRM1
NM_001347725	PITRM1
NM_001242307	PITRM1
NM_001347728	PITRM1
NM_001347730	PITRM1
NM_001242309	PITRM1
NM_001347727	PITRM1
NM_006397	RNASEH2A
NM_014262	P3H3
NM_006399	BATF
NM_001252296,NM_001806	CEBPG
NM_001348065	DCTN2
NM_001261413	DCTN2
NM_006400	DCTN2
NM_001348066	DCTN2
NM_001348067,NM_001348068	DCTN2
NM_001261412	DCTN2
NM_006401	ANP32B
NM_006402	LAMTOR5
NM_006404	PROCR
NM_001289006	TM9SF1
NM_001014842	TM9SF1
NM_006405	TM9SF1
NM_006406	PRDX4
NM_006407	ARL6IP5
NM_006408	AGR2
NM_006409	ARPC1A
NM_001190996	ARPC1A
NM_001098523	HTATIP2
NM_001098520	HTATIP2
NM_001098521,NM_001098522,NM_006410	HTATIP2
NM_001104546	RPP30
NM_006413	RPP30
NM_001097590,NM_001265601,NM_006414,NM_183005	RPP38
NM_001807	CEL
NM_006996	SLC19A2
NM_001319667	SLC19A2
NM_006417	IFI44
NM_006418	OLFM4
NM_006419	CXCL13
NM_006420	ARFGEF2
NM_006421	ARFGEF1
NM_006423	RABAC1
NM_006424	SLC34A2
NM_001177998,NM_001177999	SLC34A2
NM_006425	SLU7
NM_006426	DPYSL4
NM_006427	SIVA1
NM_021709	SIVA1
NM_001166285	CCT7
NM_001009570	CCT7
NM_006429	CCT7
NM_001166284	CCT7
NM_006430	CCT4
NM_001256721	CCT4
NM_006431	CCT2
NM_001198842	CCT2
NM_012483	GNLY
NM_006433	GNLY
NM_001302758	GNLY
NM_206862	TACC2
NM_001291878	TACC2
NM_001291877	TACC2
NM_206860	TACC2
NM_001291876	TACC2
NM_006997	TACC2
NM_206861	TACC2
NM_001291879	TACC2
NM_006435	IFITM2
NM_006438	COLEC10
NM_001324095	COLEC10
NM_001077365,NM_001136113	POMT1
NM_001077366	POMT1
NM_001136114	POMT1
NM_007171	POMT1
NM_006439	MAB21L2
NM_006440	TXNRD2
NM_001282512	TXNRD2
NM_006441	MTHFS
NM_001199758	MTHFS
NM_006442	DRAP1
NM_001810	CENPB
NM_006998	SCGN
NM_199184	DNPH1
NM_006443	DNPH1
NM_001042550,NM_001042551,NM_001265602,NM_006444	SMC2
NM_006445	PRPF8
NM_033266	ERN2
NM_001308220	ERN2
NM_001321441	AHSA1
NM_012111	AHSA1
NM_001812	CENPC
NM_001032410,NM_006447	USP16
NM_001001992	USP16
NM_001270436,NM_001270437,NM_001270438,NM_006449	CDC42EP3
NM_020979	SH2B2
NM_183323	PAIP1
NM_006451	PAIP1
NM_182789	PAIP1
NM_001079525	PAICS
NM_001079524,NM_006452	PAICS
NM_006453	TBL3
NM_006454	MXD4
NM_006455	P3H4
NM_006456	ST6GALNAC2
NM_001256427	PDLIM5
NM_001011513	PDLIM5
NM_001011515	PDLIM5
NM_001256425	PDLIM5
NM_001256429	PDLIM5
NM_006457	PDLIM5
NM_001011516	PDLIM5
NM_001256428	PDLIM5
NM_001256426	PDLIM5
NM_001100626,NM_001347857,NM_001347859,NM_001347860,NM_001347861,NM_006459	ERLIN1
NM_001347856	ERLIN1
NM_001347858	ERLIN1
NM_006460	HEXIM1
NM_006461	SPAG5
NM_001323956,NM_001323958	RBCK1
NM_006462	RBCK1
NM_001323960	RBCK1
NM_031229	RBCK1
NM_006463,NM_201647,NM_213622	STAMBP
NM_001206840	TGOLN2
NM_001206841	TGOLN2
NM_006464	TGOLN2
NM_001206844	TGOLN2
NM_001813	CENPE
NM_001286734	CENPE
NM_001307939	ARID3B
NM_006465	ARID3B
NM_001282526	POLR3F
NM_006466	POLR3F
NM_006467	POLR3G
NM_006468	POLR3C
NM_001303456	POLR3C
NM_006469	IVNS1ABP
NM_001348124,NM_001348125	TRIM16
NM_001348121,NM_001348122	TRIM16
NM_001348126	TRIM16
NM_001348119,NM_001348120,NM_006470	TRIM16
NM_001303047,NM_001303048,NM_006471	MYL12A
NM_001303049	MYL12A
NM_006473	TAF6L
NM_016343	CENPF
NM_001330517	POSTN
NM_001135934	POSTN
NM_001286666	POSTN
NM_001135936	POSTN
NM_001286665	POSTN
NM_006475	POSTN
NM_001135935	POSTN
NM_001286667	POSTN
NM_006476	ATP5L
NM_006477	RASL10A
NM_006478,NM_152236	GAS2L1
NM_001278730	GAS2L1
NM_001130862	RAD51AP1
NM_006479	RAD51AP1
NM_006480	RGS14
NM_020997	LEFTY1
NM_006542	SPHAR
NM_006544	EXOC5
NM_006545	NPRL2
NM_001160423	IGF2BP1
NM_006546	IGF2BP1
NM_006547	IGF2BP3
NM_001291875	IGF2BP2
NM_001007225	IGF2BP2
NM_001291872	IGF2BP2
NM_006548	IGF2BP2
NM_001291874	IGF2BP2
NM_001291869	IGF2BP2
NM_001291873	IGF2BP2
NM_172216	CAMKK2
NM_172214	CAMKK2
NM_172215	CAMKK2
NM_153500	CAMKK2
NM_153499,NM_172226	CAMKK2
NM_001270486	CAMKK2
NM_001270485,NM_006549	CAMKK2
NM_006551	SCGB1D2
NM_006552	SCGB1D1
NM_006555	YKT6
NM_001166103	SPINT2
NM_021102	SPINT2
NM_181872	DMRT2
NM_001130865,NM_006557	DMRT2
NM_001326337	CELF2
NM_001083591	CELF2
NM_001326346	CELF2
NM_001326343	CELF2
NM_001326333	CELF2
NM_001326331	CELF2
NM_001326336	CELF2
NM_001025077,NM_001326332	CELF2
NM_001326321	CELF2
NM_001326317,NM_001326329,NM_001326344,NM_001326348	CELF2
NM_001326338	CELF2
NM_001326326	CELF2
NM_001326325	CELF2
NM_001326319	CELF2
NM_001326335	CELF2
NM_001326341	CELF2
NM_001326327	CELF2
NM_001326340	CELF2
NM_001326347	CELF2
NM_001025076,NM_001326318,NM_001326320,NM_001326324,NM_001326328,NM_001326330,NM_001326334,NM_001326345,NM_001326349	CELF2
NM_001326339	CELF2
NM_001326323	CELF2
NM_001326342,NM_006561	CELF2
NM_001025195	CES1
NM_001025194	CES1
NM_001266	CES1
NM_006563	KLF1
NM_006564	CXCR6
NM_006565	CTCF
NM_001191022	CTCF
NM_006781	C6orf10
NM_001286475	C6orf10
NM_001286474	C6orf10
NM_001303619	CD226
NM_001303618,NM_006566	CD226
NM_001166240	CGREF1
NM_001301324	CGREF1
NM_001166239,NM_006569	CGREF1
NM_001316893	PRH1-TAS2R14
NM_006571	DCTN6
NM_001145645	TNFSF13B
NM_006573	TNFSF13B
NM_001206945	CSPG5
NM_001206943	CSPG5
NM_001206944	CSPG5
NM_006574	CSPG5
NM_001206942	CSPG5
NM_004066	CETN1
NM_016194	GNB5
NM_006578	GNB5
NM_001128628,NM_001128629	BUB1B-PAK6
NM_016941	DLL3
NM_203486	DLL3
NM_006580	CLDN16
NM_001350300	WRB-SH3BGR
NM_001317744	WRB-SH3BGR
NM_007257	PNMA2
NM_004344	CETN2
NM_006581	FUT9
NM_006583	RRH
NM_001193529	CCT6B
NM_006584	CCT6B
NM_001193530	CCT6B
NM_006585	CCT8
NM_001282909	CCT8
NM_001282908	CCT8
NM_001282907	CCT8
NM_021116	ADCY1
NM_001281768	ADCY1
NM_001297768	CETN3
NM_004365	CETN3
NM_001297765	CETN3
NM_001318809	TBC1D7-LOC100130357
NM_000078	CETP
NM_001286085	CETP
NM_006589	FAM189B
NM_001267608	FAM189B
NM_198264	FAM189B
NM_001256726	USP39
NM_001256727	USP39
NM_001256728	USP39
NM_001256725,NM_006590	USP39
NM_006591	POLD3
NM_021267	CERS1
NM_198207	CERS1
NM_001290265	CERS1
NM_001165972	NRG3
NM_001010848	NRG3
NM_001165973	NRG3
NM_005507	CFL1
NM_001073	UGT2B11
NM_199420	POLQ
NM_006598	SLC12A7
NM_001113178	NFAT5
NM_138714,NM_173214,NM_173215	NFAT5
NM_138713	NFAT5
NM_006599	NFAT5
NM_006600	NUDC
NM_001282601	PTGES3
NM_001282605	PTGES3
NM_001282604	PTGES3
NM_006601	PTGES3
NM_001282603	PTGES3
NM_001282602	PTGES3
NM_021914,NM_138638	CFL2
NM_001243645	CFL2
NM_001190801	PLK4
NM_001190799	PLK4
NM_014264	PLK4
NM_001282717	STAG3
NM_001282716,NM_012447	STAG3
NM_001282718	STAG3
NM_001042751,NM_001282418,NM_006603	STAG2
NM_001042749,NM_001042750	STAG2
NM_006606	RBBP9
NM_001172739,NM_001172743,NM_021785	RAI2
NM_001172732	RAI2
NM_030665	RAI1
NM_001323046	PHTF1
NM_001323052,NM_001323053	PHTF1
NM_001323047,NM_001323048,NM_001323049	PHTF1
NM_001323044,NM_001323045	PHTF1
NM_001323041,NM_001323042,NM_001323043,NM_006608	PHTF1
NM_001323050	PHTF1
NM_001323051	PHTF1
NM_006609	MAP3K2
NM_006612	KIF1C
NM_006613	GRAP
NM_001330148	GRAP
NM_006614	CHL1
NM_001253387	CHL1
NM_001253388	CHL1
NM_001319676	CAPN9
NM_006615	CAPN9
NM_016452	CAPN9
NM_202469,NM_202494	GIPC1
NM_005716,NM_202468,NM_202470	GIPC1
NM_001164283	TRAF3IP2
NM_147200	TRAF3IP2
NM_147686	TRAF3IP2
NM_001164281	TRAF3IP2
NM_001316887,NM_001316888,NM_001316889,NM_021796	PLAC1
NM_007172	NUP50
NM_153645	NUP50
NM_006617	NES
NM_001347591	KDM5B
NM_006618	KDM5B
NM_001314042	KDM5B
NM_001145158	HBS1L
NM_006620	HBS1L
NM_001145207	HBS1L
NM_006621	AHCYL1
NM_001242673,NM_001242674,NM_001242675,NM_001242676	AHCYL1
NM_006622	PLK2
NM_001252226	PLK2
NM_001202464	ZMYND11
NM_001330057	ZMYND11
NM_006624	ZMYND11
NM_212479	ZMYND11
NM_001202466	ZMYND11
NM_001202468	ZMYND11
NM_001202467	ZMYND11
NM_001202465	ZMYND11
NM_006626	ZBTB6
NM_006627	POP4
NM_001306195,NM_006628	ARPP19
NM_001306191,NM_001306196	ARPP19
NM_001330309	ARPP19
NM_001144824,NM_006630	ZNF234
NM_001271314,NM_006631	ZNF266
NM_001278734	ZNF274
NM_016324	ZNF274
NM_016325	ZNF274
NM_133502	ZNF274
NM_001166168,NM_001166170,NM_014397	NEK6
NM_001166167	NEK6
NM_001145001,NM_001166171	NEK6
NM_001166169	NEK6
NM_001260475,NM_001260476,NM_001260477	WDR4
NM_018669,NM_033661	WDR4
NM_001260474	WDR4
NM_205842	NCKAP1
NM_013436	NCKAP1
NM_001285460	IQGAP2
NM_001285462	IQGAP2
NM_006633	IQGAP2
NM_001285461	IQGAP2
NM_006634	VAMP5
NM_021148	ZNF273
NM_001330622	ZNF460
NM_006635	ZNF460
NM_001165886	ZNF268
NM_001165881,NM_003415	ZNF268
NM_001165882	ZNF268
NM_001165883	ZNF268
NM_152943	ZNF268
NM_001165887	ZNF268
NM_001165884	ZNF268
NM_001165885	ZNF268
NM_006636	MTHFD2
NM_006637	OR5I1
NM_001286133	RPP40
NM_006638	RPP40
NM_001286132	RPP40
NM_020546	ADCY2
NM_000492	CFTR
NM_001282186,NM_001282187,NM_001282188,NM_006639	CYSLTR1
NM_001113493	SEPT9
NM_001293695	SEPT9
NM_001113496,NM_001293697,NM_001293698	SEPT9
NM_001113495	SEPT9
NM_001113492,NM_001113494	SEPT9
NM_001113491	SEPT9
NM_006640	SEPT9
NM_001293696	SEPT9
NM_001252231	SEC24A
NM_021982	SEC24A
NM_001256369,NM_006641	CCR9
NM_031200	CCR9
NM_001110219,NM_001110220,NM_001110221,NM_006783	GJB6
NM_006642	SDCCAG8
NM_001350246,NM_001350247,NM_001350251	SDCCAG8
NM_001350249	SDCCAG8
NM_001350248	SDCCAG8
NM_006643	SDCCAG3
NM_001039707	SDCCAG3
NM_001039708	SDCCAG3
NM_001349704	HSPH1
NM_001286505	HSPH1
NM_001286504	HSPH1
NM_006644	HSPH1
NM_001286503	HSPH1
NM_006645	STARD10
NM_001256068	NOXA1
NM_001256067	NOXA1
NM_006647	NOXA1
NM_001166221	UTP14A
NM_006649	UTP14A
NM_006652	SPINT3
NM_006653	FRS3
NM_001042555,NM_001278351,NM_001278353,NM_001278354,NM_001278355,NM_001278356,NM_001278357,NM_006654	FRS2
NM_000737	CGB3
NM_006656	NEU3
NM_001317993,NM_001317994,NM_018691	FAM114A2
NM_001317995	FAM114A2
NM_001080485	ZNF275
NM_001815	CEACAM3
NM_001277163	CEACAM3
NM_001270365	ALDH1L1
NM_012190	ALDH1L1
NM_001270364	ALDH1L1
NM_001320412,NM_006657,NM_206965	FTCD
NM_006658	PPP1R17
NM_001145123	PPP1R17
NM_006659	TUBGCP2
NM_001256618	TUBGCP2
NM_001256617	TUBGCP2
NM_006660	CLPX
NM_001130690	PDE10A
NM_006661	PDE10A
NM_006662	SRCAP
NM_001142502,NM_006663	PPP1R13L
NM_012099	CD3EAP
NM_001297590	CD3EAP
NM_001166498	HPSE
NM_001098540,NM_006665	HPSE
NM_001199830	HPSE
NM_001321191	RUVBL2
NM_001321190	RUVBL2
NM_006666	RUVBL2
NM_006667	PGRMC1
NM_001282621	PGRMC1
NM_001278399	LILRB1
NM_001081639	LILRB1
NM_001081638	LILRB1
NM_001278398	LILRB1
NM_001081637	LILRB1
NM_006669	LILRB1
NM_022042,NM_213613	SLC26A1
NM_134425	SLC26A1
NM_021777	ADAM28
NM_001304351	ADAM28
NM_014265	ADAM28
NM_001319085	ARID5A
NM_212481	ARID5A
NM_001319093,NM_001319094,NM_001319096	ARID5A
NM_001319087	ARID5A
NM_001319092	ARID5A
NM_001168320,NM_006675	TSPAN9
NM_001008563,NM_001110303,NM_006676	USP20
NM_001351099	USP19
NM_001199162	USP19
NM_001351101	USP19
NM_001351100	USP19
NM_001351102	USP19
NM_001199161	USP19
NM_001351107	USP19
NM_001351103	USP19
NM_001351104	USP19
NM_006677	USP19
NM_001199160	USP19
NM_001351108	USP19
NM_001351105	USP19
NM_001351106	USP19
NM_001351098	USP19
NM_014266	HCST
NM_001007469	HCST
NM_006678	CD300C
NM_001014811,NM_001161586,NM_006680	ME3
NM_006682	FGL2
NM_006683	EDDM3A
NM_006685	SMR3B
NM_001816	CEACAM8
NM_006688	C1QL1
NM_006784	WDR3
NM_004885	NPFFR2
NM_053036	NPFFR2
NM_001144756	NPFFR2
NM_138964	PROKR1
NM_001330345	GPR83
NM_016540	GPR83
NM_001817	CEACAM4
NM_016131	RAB10
NM_001330753	PPARGC1A
NM_013261	PPARGC1A
NM_001330752	PPARGC1A
NM_001330751	PPARGC1A
NM_006785	MALT1
NM_173844	MALT1
NM_006691	LYVE1
NM_022375	OCLM
NM_001318162	CPSF4
NM_006693	CPSF4
NM_001318161	CPSF4
NM_001318160	CPSF4
NM_001081559	CPSF4
NM_001320613	ADCY3
NM_004036	ADCY3
NM_001144826	RUNDC3A
NM_006695	RUNDC3A
NM_001144825	RUNDC3A
NM_001300966	BRD8
NM_001164326	BRD8
NM_001300962	BRD8
NM_006696	BRD8
NM_139199	BRD8
NM_001300961	BRD8
NM_001167820,NM_001167821,NM_001167822,NM_001167823,NM_001317074,NM_001317075,NM_006698	BLCAP
NM_006699	MAN1A2
NM_001143906,NM_006700	TRAFD1
NM_006704	SUGT1
NM_001130912	SUGT1
NM_001320831	SUGT1
NM_021995	UTS2
NM_006786	UTS2
NM_006705	GADD45G
NM_022336	EDAR
NM_001293627	PAPOLA
NM_032632	PAPOLA
NM_001252007	PAPOLA
NM_001293628,NM_001293632	PAPOLA
NM_001252006	PAPOLA
NM_197975	BTNL3
NM_006709	EHMT2
NM_001289413,NM_025256	EHMT2
NM_001318833	EHMT2
NM_198189	COPS8
NM_006710	COPS8
NM_001286626	RNPS1
NM_001286625,NM_006711,NM_080594	RNPS1
NM_001286627	RNPS1
NM_006712	FASTK
NM_033015	FASTK
NM_001258461	FASTK
NM_006713	SUB1
NM_001318060	DBF4
NM_001318062	DBF4
NM_006716	DBF4
NM_001318061	DBF4
NM_006789	APOBEC2
NM_001302272	PRDX3
NM_006793	PRDX3
NM_006794	GPR75
NM_001145860,NM_001145861,NM_015029	POP1
NM_006798	UGT2A1
NM_001252274	UGT2A1
NM_001301239	UGT2A1
NM_001252275	UGT2A1
NM_078629	MSL3
NM_078628	MSL3
NM_006800	MSL3
NM_001193270	MSL3
NM_001282174	MSL3
NM_014267	C11orf58
NM_006801	KDELR1
NM_001320830	SF3A3
NM_006802	SF3A3
NM_001134296,NM_006803	AP3M2
NM_001165937	STARD3
NM_001165938	STARD3
NM_006804	STARD3
NM_001130914	BTG3
NM_006806	BTG3
NM_006809	TOMM34
NM_006811,NM_198941	SERINC3
NM_001261420	OS9
NM_001261422	OS9
NM_001261423	OS9
NM_001017958	OS9
NM_001261421	OS9
NM_001017957	OS9
NM_001017956	OS9
NM_006812	OS9
NM_006813	PNRC1
NM_001321445	TMED2
NM_006815	TMED2
NM_006816	LMAN2
NM_001034025	ERP29
NM_006817	ERP29
NM_006818	MLLT11
NM_006819	STIP1
NM_001282652	STIP1
NM_001282653	STIP1
NM_006820	IFI44L
NM_006821	ACOT2
NM_006824	EBNA1BP2
NM_001159936	EBNA1BP2
NM_006825	CKAP4
NM_006826	YWHAQ
NM_006827	TMED10
NM_022091	ASCC3
NM_006828	ASCC3
NM_001284271	ASCC3
NM_006829	ADIRF
NM_006830	UQCR11
NM_001134999	FERMT2
NM_001135000	FERMT2
NM_006832	FERMT2
NM_006833	COPS6
NM_006834	RAB32
NM_001256420	MAPRE2
NM_001143827	MAPRE2
NM_014268	MAPRE2
NM_001143826	MAPRE2
NM_006836	GCN1
NM_006837	COPS5
NM_006839	IMMT
NM_001100169	IMMT
NM_001100170	IMMT
NM_001081442	LILRB5
NM_001081443	LILRB5
NM_001304457	LILRB5
NM_006840	LILRB5
NM_006841	SLC38A3
NM_006842	SF3B2
NM_006844	ILVBL
NM_012254	SLC27A5
NM_001321196	SLC27A5
NM_005094	SLC27A4
NM_024330	SLC27A3
NM_001317929	SLC27A3
NM_003645	SLC27A2
NM_001159629	SLC27A2
NM_001297655	KIF2C
NM_001297656	KIF2C
NM_006845	KIF2C
NM_001297657	KIF2C
NM_001127699	SPINK5
NM_006846	SPINK5
NM_001127698	SPINK5
NM_001278426	LILRB4
NM_001278428	LILRB4
NM_001278430	LILRB4
NM_001278429	LILRB4
NM_001278427	LILRB4
NM_006848	CCDC85B
NM_001185156	IL24
NM_001185158	IL24
NM_006850	IL24
NM_001185157	IL24
NM_001350338	C21orf59-TCP10L
NM_001267	CHAD
NM_006851	GLIPR1
NM_001284333	TLK2
NM_001330418	TLK2
NM_006852	TLK2
NM_001284363	TLK2
NM_001350496	ZNF765-ZNF761
NM_001136032,NM_006853	KLK11
NM_001167605	KLK11
NM_144947	KLK11
NM_021992	TMSB15A
NM_001100603	KDELR2
NM_006854	KDELR2
NM_006855	KDELR3
NM_016657	KDELR3
NM_001206682,NM_001206683	ATF7
NM_001130060	ATF7
NM_006856	ATF7
NM_006857	SNRNP27
NM_006858	TMED1
NM_001268	RCBTB2
NM_001286831	RCBTB2
NM_001286832	RCBTB2
NM_001286830	RCBTB2
NM_006860	IFT27
NM_001177701	IFT27
NM_006861	RAB35
NM_001167606	RAB35
NM_001083964	TDRKH
NM_001083963,NM_001083965,NM_006862	TDRKH
NM_001278319	LILRA1
NM_001278318	LILRA1
NM_006863	LILRA1
NM_006864	LILRB3
NM_001320960	LILRB3
NM_001081450	LILRB3
NM_006865	LILRA3
NM_001172654	LILRA3
NM_001290271	LILRA2
NM_006866	LILRA2
NM_001130917	LILRA2
NM_001290270	LILRA2
NM_001008710,NM_006867	RBPMS
NM_001008711	RBPMS
NM_001008712	RBPMS
NM_006868	RAB31
NM_006869	ADAP1
NM_001284308	ADAP1
NM_001284309,NM_001284310	ADAP1
NM_001284311	ADAP1
NM_006870	DSTN
